experiment,label,problem,method,n_success,n_expected,relative_l2_median,relative_l2_q1,relative_l2_q3,relative_l2_ci_low,relative_l2_ci_high,max_abs_error_median,max_abs_error_q1,max_abs_error_q3,max_abs_error_ci_low,max_abs_error_ci_high,controller_weight_tv_per_update_median,controller_weight_tv_per_update_q1,controller_weight_tv_per_update_q3,controller_weight_tv_per_update_ci_low,controller_weight_tv_per_update_ci_high,temporal_mean_gradient_distribution_tv_median,temporal_mean_gradient_distribution_tv_q1,temporal_mean_gradient_distribution_tv_q3,temporal_mean_gradient_distribution_tv_ci_low,temporal_mean_gradient_distribution_tv_ci_high,temporal_mean_physics_gradient_log_gap_median,temporal_mean_physics_gradient_log_gap_q1,temporal_mean_physics_gradient_log_gap_q3,temporal_mean_physics_gradient_log_gap_ci_low,temporal_mean_physics_gradient_log_gap_ci_high,elapsed_seconds_median,elapsed_seconds_q1,elapsed_seconds_q3,elapsed_seconds_ci_low,elapsed_seconds_ci_high,residual_evaluations_median,residual_evaluations_q1,residual_evaluations_q3,residual_evaluations_ci_low,residual_evaluations_ci_high,importance_effective_sample_fraction_median,importance_effective_sample_fraction_q1,importance_effective_sample_fraction_q3,importance_effective_sample_fraction_ci_low,importance_effective_sample_fraction_ci_high,importance_weight_mean_median,importance_weight_mean_q1,importance_weight_mean_q3,importance_weight_mean_ci_low,importance_weight_mean_ci_high,importance_weight_max_median,importance_weight_max_q1,importance_weight_max_q3,importance_weight_max_ci_low,importance_weight_max_ci_high
allen_cahn,Allen–Cahn — M7 contre VW,allen_cahn,vw,10,10,0.09120682815117204,0.07532621198133856,0.10646563885712201,0.07146585237086518,0.1692017450107226,0.1664232042622063,0.1476322902329498,0.18296938756407588,0.1457744916274082,0.243027507687276,0.0,0.0,0.0,0.0,0.0,0.12518392919649363,0.11812479455742855,0.12752753381196047,0.11773624591779569,0.13710890366392242,0.5130037594685692,0.46508754474158664,0.5699972677506654,0.4598852746233004,0.5834051571489907,1.8803194644999621,1.8667141185001128,1.910673326000051,1.8632582149998598,1.9113262880000548,190976.0,190976.0,190976.0,190976.0,190976.0,0.8199152008896405,0.797612113364143,0.8428766439628037,0.7947638650669127,0.8447091342725568,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,3.282280218917501,3.094367457714962,3.876846159923001,3.0796427014902843,4.029777070594072
allen_cahn,Allen–Cahn — M7 contre VW,allen_cahn,vwca,10,10,0.0994316748076094,0.08510499424949507,0.1249912555049982,0.08289395033270816,0.14825622760397436,0.18515838016258612,0.153561281002564,0.2114052587297754,0.1479462469082619,0.2178456232829793,0.06704992529027579,0.0633778111654319,0.06962370718198962,0.06259729094956051,0.07081887746529159,0.10617012622967104,0.10410456457673026,0.12411487956605005,0.10222799799384362,0.12881086822597435,0.4211930865353135,0.39781803448569364,0.48524374647834273,0.39033766656406194,0.5001763153812667,1.9339297859999078,1.9281643610000856,1.9439998100001503,1.9274114469999404,1.9522151725000185,197376.0,197376.0,197376.0,197376.0,197376.0,0.8220544767394258,0.8018703721876415,0.8292819609490935,0.7947435020977032,0.8302012007371121,1.0,1.0,1.0,1.0,1.0,3.4821203881366967,3.1302695316803795,3.8674599642047673,3.1102775184937155,3.9424026892767894
helmholtz,Helmholtz — M7 contre VW,helmholtz,m5,10,10,1.152065126123984,1.1398907799331983,1.1636914151709679,1.1350891668113108,1.1702628866816367,1.1583940594771942,1.1436144052742496,1.173755005467452,1.136041667404788,1.184903431076183,0.052302576021020744,0.052302489851488505,0.05230271920851787,0.05230246892974991,0.052302741429152026,0.000406464884501858,0.00032794394183420814,0.000502405959551166,0.00031640374615024585,0.0005325110448672995,0.6536333127198518,0.6011459809498061,0.7615889666514195,0.589788797085151,0.7728615426307016,3.031698559000233,2.9332818824998412,3.1173446767495534,2.86989729600009,3.1460375540000314,197376.0,197376.0,197376.0,197376.0,197376.0,,,,,,,,,,,,,,,
helmholtz,Helmholtz — M7 contre VW,helmholtz,m6,10,10,1.1418324544212686,1.132526497561214,1.1668726467298998,1.1298299856920018,1.173685377232594,1.1478150861309113,1.1419182919447097,1.1681206349323419,1.1415758239966471,1.1725999606280477,0.05230263055268114,0.0523025049727735,0.05230280254149663,0.05230249634818404,0.05230286038423912,0.0004311829274466453,0.00039124464065418856,0.00044738511578668006,0.00036887465832540183,0.00047743044645004906,0.7579201610962243,0.6831217525968126,0.7859677843735693,0.6336793164082627,0.7880548770447838,2.801196855999933,2.705262615749916,2.9543677100000423,2.7047854299999017,2.983596344000034,197376.0,197376.0,197376.0,197376.0,197376.0,,,,,,,,,,,,,,,
helmholtz,Helmholtz — M7 contre VW,helmholtz,m7u,10,10,1.1455148732678342,1.120320859413598,1.1752664821381198,1.1184478211650168,1.1883212194435362,1.1711839331156804,1.1521802865073727,1.1906514779655373,1.1446701448392693,1.1946792383752327,0.05230255654677708,0.05230251126715301,0.05230274098301801,0.05230246166023368,0.05230275132165149,0.0004630081507795538,0.00037711970008700283,0.00048740150048503047,0.0003680054566786384,0.000489933861709123,0.6659049104783695,0.6107363236371693,0.7549334502300427,0.5962241228826378,0.7654972113503249,2.2048706875000335,2.166944434499925,2.2680546022500607,2.1608765479999192,2.2785274270000855,197376.0,197376.0,197376.0,197376.0,197376.0,0.6890466025982009,0.6785055966463582,0.7308541737537899,0.6760579695767581,0.7315966992239334,0.9872028366731518,0.9475569485834918,1.029424866048494,0.9390386874557283,1.0350799840509886,4.670607039683375,4.111649672393851,4.876769367669962,3.9628913065081632,4.887452154123528
helmholtz,Helmholtz — M7 contre VW,helmholtz,m7,10,10,1.1263796301957427,1.112649732763758,1.1601382864019363,1.109850904139312,1.1611667575064517,1.1431722441993393,1.137351953890513,1.1524559038563527,1.1366475759893535,1.1666409248097396,0.052302664596022494,0.05230260292688413,0.0523027794739062,0.05230252802792023,0.05230279484314901,0.0007284640071242164,0.0006055769792381272,0.0009169814172936445,0.0005781848806951224,0.0009722806280845511,0.851533418270886,0.7441884201803046,0.9326360544829095,0.7343857488723272,0.9448175614393557,2.251981552000018,2.2095473767499527,2.32307956424998,2.2091277329999457,2.3432176219999974,197376.0,197376.0,197376.0,197376.0,197376.0,0.6661691446403326,0.6565618431040889,0.6870195995286769,0.6553660425718083,0.6912201475087094,1.0285203013500928,0.9993998042337293,1.0418766622557474,0.9897459319412654,1.0458805467869388,4.669666349743973,4.5805386494162725,4.882220678262068,4.569035185353755,4.915616435262166
helmholtz,Helmholtz — M7 contre VW,helmholtz,vw,10,10,1.130313163952632,1.1159709027236397,1.1536254822257195,1.1148522928622273,1.1580878799934209,1.172246736659189,1.1630857118003763,1.1850164950870268,1.1572601233517217,1.189142393288603,0.0,0.0,0.0,0.0,0.0,0.0003140664660233279,0.00028343673576041096,0.00035625617216843,0.0002777561443977442,0.0003717999540596294,0.6522633546621128,0.5364896719212875,0.6972502044937781,0.5237656905951128,0.7465692176313563,2.1953035174999513,2.1668834347498205,2.2023517009999978,2.163250933999734,2.2026137220000237,190976.0,190976.0,190976.0,190976.0,190976.0,0.8157078993397293,0.7952918182198704,0.8246998979690502,0.7924273861428801,0.8307810355447304,1.0,1.0,1.0,1.0,1.0,3.216173499194635,2.972203205159434,3.4403820211866214,2.9337813800740853,3.485039290069897
helmholtz,Helmholtz — M7 contre VW,helmholtz,vwca,10,10,1.130876546056638,1.1017973856518264,1.1438566116707078,1.0941814987814396,1.1459371608563254,1.1702260935068123,1.1227788621929344,1.1875027573271155,1.114648448586826,1.19352355617435,0.05230263444199307,0.05230256616642054,0.05230269598176056,0.052302402462174116,0.05230271952616969,0.0003184754502613317,0.00026981080213458813,0.0004753932607471285,0.0002499875152427771,0.0005091143489299071,0.6990216470686904,0.5883321199446402,0.7667825313570618,0.5812377078734263,0.7869508244278552,2.248820079500092,2.228799647249957,2.268569347250036,2.226291247000063,2.2720110840000416,197376.0,197376.0,197376.0,197376.0,197376.0,0.8188371408807795,0.8029058999853842,0.8374555993310367,0.7969174527496984,0.8406712798856113,1.0,1.0,1.0,1.0,1.0,3.1798414229494387,2.96188079616988,3.51978993661673,2.9311150841915206,3.596575750825803
wave,Ondes — M7 contre VW,wave,m5,10,10,0.30884856297045354,0.3058502522470432,0.3323556754979655,0.30298717663267216,0.36928396758309334,0.5107262949112592,0.4324843092363825,0.5366234744311931,0.4196288792452469,0.5410996995904545,0.07287843383868797,0.06281414057887644,0.08731629058380563,0.061778628962928836,0.09002488305678974,0.04303964698468285,0.038169021726747354,0.07959663278390267,0.031994974766662826,0.09558603678472752,0.2752006606494854,0.24780142192218987,0.31487050130107663,0.2469465689766552,0.3220767138261938,3.9324746170000253,3.7994537472497996,4.00610523850014,3.695458821500324,4.022230356500131,197376.0,197376.0,197376.0,197376.0,197376.0,,,,,,,,,,,,,,,
wave,Ondes — M7 contre VW,wave,m6,10,10,0.30932269816528857,0.3013237069421239,0.3348498481575345,0.2989482904714748,0.36858470278066247,0.49572735522249833,0.4265524893654283,0.5316563402841101,0.4113948087592318,0.5316925871485941,0.06738134855947997,0.061545186693486895,0.08396130543927485,0.06103090680571516,0.08674610686518598,0.04434959450040947,0.037424556845160266,0.07703087573593165,0.0339663150507639,0.09041013580801005,0.2896526305588485,0.2671332902336713,0.30874335438815487,0.2632167417820835,0.31123179590366307,3.347494733500298,3.2601023510003415,3.3707652279997546,3.195771720000266,3.3874036264996903,197376.0,197376.0,197376.0,197376.0,197376.0,,,,,,,,,,,,,,,
wave,Ondes — M7 contre VW,wave,m7u,10,10,0.30846715649441,0.30272658587994195,0.33075605977413713,0.2994855163769249,0.367637518502853,0.5085024669151007,0.4318076298842643,0.5459653498682437,0.4196440753052643,0.5466156944223267,0.07204501882304148,0.06248852843520432,0.08717525316311656,0.06124166131290476,0.08980453890487432,0.043988865812112726,0.03469401482114623,0.07340238225535271,0.031892101702620156,0.09271822783701024,0.3200150829610268,0.2699130355083838,0.3209231458772427,0.2600099242774654,0.3211625950944216,2.4500817729999653,2.4318796157499776,2.4896430932499527,2.4274136149999777,2.5021779479999395,197376.0,197376.0,197376.0,197376.0,197376.0,0.7040763623555188,0.6751498901729966,0.713509636799911,0.6684520029477015,0.7196936312812113,1.0016304399262832,0.9830366991227576,1.030046365007021,0.9719708816999135,1.0322394785625422,4.244819406007627,3.877558475886745,4.46745162759952,3.8443333535056525,4.640509001622654
wave,Ondes — M7 contre VW,wave,m7,10,10,0.30566110861767837,0.29967230473332035,0.3234679790614222,0.2987688282093053,0.3687386402656044,0.5015142101645397,0.4304190444816485,0.5359361290780853,0.4150388678640199,0.5390192724272114,0.0733058847906175,0.0646168059372153,0.08778996362320216,0.06399162815778506,0.09016795625627079,0.045899493211024746,0.04102314474349075,0.07807850023170657,0.03442173198397343,0.09531874222949904,0.26032379106018666,0.18178075643378738,0.3379171205787681,0.17649407963684502,0.35006147123874565,2.5139973405000546,2.472808136999987,2.5584305972500943,2.4704919819999986,2.567522571500092,197376.0,197376.0,197376.0,197376.0,197376.0,0.6679189239583992,0.6518479602777727,0.6978669094605445,0.6494078486290127,0.7019293339501558,0.9927424590996089,0.9788008473685216,1.0272616305925932,0.9693807511120607,1.0337961236178237,4.6583163368531535,4.362936903291329,4.749268354861462,4.259777150850825,4.811786670878182
wave,Ondes — M7 contre VW,wave,vw,10,10,0.282548956002184,0.2735473382814842,0.28855899488296965,0.27046430721362646,0.30719011514454336,0.5231233168856539,0.4433865555947133,0.5447120511770587,0.4302148317631733,0.5448712903668723,0.0,0.0,0.0,0.0,0.0,0.06045758088517118,0.05518382931404611,0.08198699753570865,0.05395321828114409,0.09623488573613913,0.32495843208798764,0.2870347343957677,0.3813539732710832,0.2830101887091332,0.3825235745517125,2.756687342500072,2.7315618097502465,2.8776102170002105,2.7173741209999207,2.8923345410003094,190976.0,190976.0,190976.0,190976.0,190976.0,0.8331181206038221,0.7965222257406741,0.8435026108705364,0.7921350920840854,0.8464459136269709,1.0,1.0,1.0,1.0,1.0,3.148650243841315,2.853703339168945,3.4012158658049834,2.8522948450438945,3.46219038512612
wave,Ondes — M7 contre VW,wave,vwca,10,10,0.3146083960689783,0.29935162460645404,0.3323059288752322,0.297668916121381,0.3702255701993083,0.50615327043642,0.4368666462650297,0.5365450572605739,0.42719081463162517,0.5387777870724835,0.07284324139036513,0.06316920862944952,0.08822964385047481,0.06260548441405697,0.09111136959082114,0.05009870844455735,0.046839364052005054,0.07469020744599744,0.03913881286975954,0.08666337901652761,0.35304962175933896,0.3133328665116553,0.38422426017815353,0.297608916577333,0.38802756951962564,2.883207080999682,2.8235071299997117,2.972620718499911,2.8213174569996227,2.987451641000007,197376.0,197376.0,197376.0,197376.0,197376.0,0.8239316055260744,0.8133179016818639,0.8529623359939853,0.809739769626907,0.8564169900799179,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,3.2327217559602017,2.963140442376838,3.5241322027163706,2.9464504093093264,3.7415669461698418
